DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,FRY5,2019,0,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,FRY5,2020,0,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,FRY5,2021,0,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR02,2017,1174,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR02,2018,1174,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR02,2019,1174,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR02,2020,1174,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR02,2021,1174,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2010,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2011,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2012,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2013,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2014,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2015,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2016,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2017,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2018,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2019,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2020,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR03,2021,782,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2010,1940,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2011,1940,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2012,1940,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2013,1940,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2014,1822,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2015,1822,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2016,1822,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2017,1822,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2018,1822,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2019,1835,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR04,2020,1835,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR05,2017,95,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR05,2018,95,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR05,2019,95,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR05,2020,95,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR05,2021,95,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR06,2017,553,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR06,2018,553,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR06,2019,566,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR06,2020,566,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HR06,2021,566,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2016,199,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2017,199,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2018,199,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2019,199,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2020,199,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU11,2021,256,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2016,494,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2017,480,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2018,480,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2019,480,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2020,480,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU12,2021,538,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2010,1037,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2011,1037,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2012,1037,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2013,1150,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2014,1150,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2015,1022,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2016,1114,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2017,1117,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2018,1117,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2019,1117,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2020,1117,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU21,2021,1117,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2010,968,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2011,1181,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2012,1005,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2013,972,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2014,972,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2015,1000,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2016,910,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2017,911,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2018,911,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2019,911,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2020,911,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU22,2021,911,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2010,962,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2011,945,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2012,945,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2013,1099,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2014,1062,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2015,934,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2016,1082,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2017,1085,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2018,1085,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2019,1085,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2020,1085,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU23,2021,1085,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2010,865,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2011,865,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2012,865,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2013,926,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2014,926,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2015,892,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2016,964,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2017,966,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2018,966,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2019,966,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2020,966,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU31,2021,966,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2010,1409,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2011,1152,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2012,1342,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2013,1466,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2014,1363,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2015,1361,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2016,1417,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2017,1421,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2018,1421,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2019,1423,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2020,1421,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU32,2021,1423,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2010,1346,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2011,1210,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2012,1210,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2013,1396,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2014,1298,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2015,1259,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2016,1258,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2017,1262,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2018,1262,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2019,1262,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2020,1262,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,HU33,2021,1262,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2014,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2015,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2016,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2017,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2018,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2019,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2020,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE04,2021,367,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2014,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2015,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2016,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2017,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2018,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2019,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2020,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE05,2021,700,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2014,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2015,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2016,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2017,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2018,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2019,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2020,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IE06,2021,613,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2010,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2011,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2012,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2013,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2014,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2015,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2016,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2017,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2018,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2019,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2020,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,IS00,2021,,z
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2010,1891,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2011,1888,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2012,1898,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2013,1898,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2014,1898,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2015,1897,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2016,1897,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2017,1895,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2018,1895,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2019,1895,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC1,2020,1896,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2010,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2011,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2012,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2013,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2014,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2015,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2016,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2017,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2018,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2019,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC2,2020,81,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2010,500,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2011,498,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2012,498,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2013,498,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2014,499,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2015,499,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2016,500,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2017,495,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2018,495,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2019,493,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC3,2020,493,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2010,1681,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2011,1677,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2012,1677,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2013,1677,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2014,1677,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2015,1677,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2016,1733,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2017,1736,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2018,1740,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2019,1740,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITC4,2020,1740,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2010,511,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2011,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2012,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2013,525,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2014,525,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2015,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2016,525,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2017,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2018,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2019,525,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF1,2020,524,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2010,270,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2011,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2012,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2013,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2014,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2015,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2016,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2017,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2018,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2019,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF2,2020,265,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2010,1108,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2011,1121,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2012,1121,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2013,1130,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2014,1099,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2015,1095,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2016,1095,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2017,1095,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2018,1094,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2019,1095,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF3,2020,1094,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2010,828,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2011,838,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2012,838,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2013,838,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2014,838,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2015,840,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2016,840,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2017,840,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2018,840,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2019,839,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF4,2020,837,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2010,363,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2011,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2012,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2013,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2014,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2015,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2016,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2017,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2018,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2019,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF5,2020,347,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2010,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2011,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2012,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2013,852,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2014,852,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2015,852,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2016,852,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2017,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2018,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2019,852,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITF6,2020,851,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2010,1378,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2011,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2012,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2013,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2014,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2015,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2016,1379,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2017,1369,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2018,1369,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2019,1369,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG1,2020,1369,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2010,429,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2011,430,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2012,430,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2013,429,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2014,429,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2015,429,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2016,429,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2017,427,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2018,427,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2019,427,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITG2,2020,427,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITH1,2010,362,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITH1,2011,357,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITH1,2012,357,
ESTAT:TGS00113(1.0),24/11/23 23:00:00,A,RL,KM,ITH1,2013,356,
